Unnamed: 0,speaker_path,listener_path_pos,listener_path_neg
872,UDIVA/talk/127184/FC1/6,UDIVA/talk/127184/FC2/6,NoXI/045_2016-04-07_Nottingham/Novice_video/38
873,UDIVA/talk/127184/FC1/11,UDIVA/talk/127184/FC2/11,UDIVA/animal/144176/FC2/3
874,UDIVA/talk/127184/FC1/20,UDIVA/talk/127184/FC2/20,NoXI/058_2016-04-14_Nottingham/Novice_video/49
875,UDIVA/ghost/127184/FC1/9,UDIVA/ghost/127184/FC2/9,NoXI/044_2016-04-07_Nottingham/Novice_video/29
876,UDIVA/ghost/127184/FC1/10,UDIVA/ghost/127184/FC2/10,NoXI/009_2016-03-25_Paris/Novice_video/18
877,UDIVA/ghost/127184/FC1/11,UDIVA/ghost/127184/FC2/11,UDIVA/animal/027113/FC2/10
878,UDIVA/ghost/127184/FC1/12,UDIVA/ghost/127184/FC2/12,UDIVA/animal/106108/FC2/1
879,UDIVA/animal/127129/FC1/2,UDIVA/animal/127129/FC2/2,NoXI/054_2016-04-12_Nottingham/Novice_video/13
880,UDIVA/animal/127129/FC1/3,UDIVA/animal/127129/FC2/3,NoXI/045_2016-04-07_Nottingham/Novice_video/13
881,UDIVA/animal/127184/FC1/2,UDIVA/animal/127184/FC2/2,UDIVA/animal/169171/FC2/17
882,UDIVA/animal/127184/FC1/3,UDIVA/animal/127184/FC2/3,NoXI/007_2016-03-21_Paris/Novice_video/35
883,UDIVA/animal/127184/FC1/4,UDIVA/animal/127184/FC2/4,UDIVA/talk/144169/FC2/13
884,UDIVA/talk/098126/FC1/2,UDIVA/talk/098126/FC2/2,NoXI/056_2016-04-14_Nottingham/Novice_video/15
885,UDIVA/talk/098126/FC1/3,UDIVA/talk/098126/FC2/3,NoXI/049_2016-04-12_Nottingham/Novice_video/21
886,UDIVA/animal/098126/FC1/31,UDIVA/animal/098126/FC2/31,UDIVA/talk/127129/FC2/11
887,UDIVA/talk/184185/FC1/1,UDIVA/talk/184185/FC2/1,NoXI/051_2016-04-12_Nottingham/Novice_video/26
888,UDIVA/talk/184185/FC1/19,UDIVA/talk/184185/FC2/19,UDIVA/animal/106108/FC2/1
889,UDIVA/talk/015126/FC1/7,UDIVA/talk/015126/FC2/7,UDIVA/animal/027113/FC2/10
890,UDIVA/talk/015126/FC1/8,UDIVA/talk/015126/FC2/8,NoXI/041_2016-04-07_Nottingham/Novice_video/31
891,UDIVA/talk/015126/FC1/11,UDIVA/talk/015126/FC2/11,NoXI/045_2016-04-07_Nottingham/Novice_video/31
892,UDIVA/talk/015126/FC1/12,UDIVA/talk/015126/FC2/12,NoXI/054_2016-04-12_Nottingham/Novice_video/36
893,UDIVA/talk/015126/FC1/19,UDIVA/talk/015126/FC2/19,NoXI/054_2016-04-12_Nottingham/Novice_video/26
894,UDIVA/talk/015126/FC1/20,UDIVA/talk/015126/FC2/20,NoXI/028_2016-04-06_Nottingham/Novice_video/20
895,UDIVA/animal/015126/FC1/1,UDIVA/animal/015126/FC2/1,NoXI/056_2016-04-14_Nottingham/Novice_video/15
896,UDIVA/talk/172185/FC1/7,UDIVA/talk/172185/FC2/7,NoXI/041_2016-04-07_Nottingham/Novice_video/30
897,UDIVA/talk/172185/FC1/8,UDIVA/talk/172185/FC2/8,NoXI/038_2016-04-07_Nottingham/Novice_video/16
898,UDIVA/talk/172185/FC1/9,UDIVA/talk/172185/FC2/9,UDIVA/animal/106108/FC2/22
899,UDIVA/talk/172185/FC1/10,UDIVA/talk/172185/FC2/10,UDIVA/animal/128129/FC2/15
900,UDIVA/talk/172185/FC1/11,UDIVA/talk/172185/FC2/11,UDIVA/animal/188189/FC2/54
901,UDIVA/talk/172185/FC1/12,UDIVA/talk/172185/FC2/12,NoXI/009_2016-03-25_Paris/Novice_video/10
902,UDIVA/talk/172185/FC1/13,UDIVA/talk/172185/FC2/13,NoXI/058_2016-04-14_Nottingham/Novice_video/6
903,UDIVA/talk/172185/FC1/14,UDIVA/talk/172185/FC2/14,NoXI/026_2016-04-06_Nottingham/Novice_video/16
904,UDIVA/talk/172185/FC1/15,UDIVA/talk/172185/FC2/15,NoXI/041_2016-04-07_Nottingham/Novice_video/4
905,UDIVA/talk/172185/FC1/16,UDIVA/talk/172185/FC2/16,UDIVA/talk/127129/FC2/8
906,UDIVA/talk/172185/FC1/17,UDIVA/talk/172185/FC2/17,UDIVA/animal/106148/FC2/18
907,UDIVA/talk/172185/FC1/18,UDIVA/talk/172185/FC2/18,UDIVA/animal/144176/FC2/15
908,UDIVA/talk/172185/FC1/19,UDIVA/talk/172185/FC2/19,NoXI/054_2016-04-12_Nottingham/Novice_video/18
909,UDIVA/talk/172185/FC1/20,UDIVA/talk/172185/FC2/20,UDIVA/animal/123188/FC2/29
910,UDIVA/talk/172185/FC1/21,UDIVA/talk/172185/FC2/21,NoXI/055_2016-04-14_Nottingham/Novice_video/21
911,UDIVA/animal/172185/FC1/11,UDIVA/animal/172185/FC2/11,NoXI/029_2016-04-06_Nottingham/Novice_video/22
912,UDIVA/animal/172185/FC1/14,UDIVA/animal/172185/FC2/14,UDIVA/animal/144171/FC2/17
913,UDIVA/animal/172185/FC1/15,UDIVA/animal/172185/FC2/15,UDIVA/animal/144176/FC2/9
914,UDIVA/talk/015133/FC1/13,UDIVA/talk/015133/FC2/13,NoXI/058_2016-04-14_Nottingham/Novice_video/35
915,UDIVA/animal/015133/FC1/9,UDIVA/animal/015133/FC2/9,NoXI/029_2016-04-06_Nottingham/Novice_video/20
916,UDIVA/animal/034133/FC1/13,UDIVA/animal/034133/FC2/13,NoXI/045_2016-04-07_Nottingham/Novice_video/50
917,UDIVA/talk/010034/FC1/1,UDIVA/talk/010034/FC2/1,UDIVA/animal/123188/FC2/57
918,UDIVA/talk/034121/FC1/14,UDIVA/talk/034121/FC2/14,NoXI/028_2016-04-06_Nottingham/Novice_video/3
919,UDIVA/talk/034035/FC1/12,UDIVA/talk/034035/FC2/12,NoXI/028_2016-04-06_Nottingham/Novice_video/8
920,UDIVA/talk/034035/FC1/19,UDIVA/talk/034035/FC2/19,NoXI/045_2016-04-07_Nottingham/Novice_video/25
921,UDIVA/talk/011034/FC1/15,UDIVA/talk/011034/FC2/15,NoXI/013_2016-03-30_Paris/Novice_video/13
922,UDIVA/talk/011034/FC1/16,UDIVA/talk/011034/FC2/16,NoXI/045_2016-04-07_Nottingham/Novice_video/31
923,UDIVA/talk/011034/FC1/17,UDIVA/talk/011034/FC2/17,NoXI/058_2016-04-14_Nottingham/Novice_video/21
924,UDIVA/talk/011034/FC1/23,UDIVA/talk/011034/FC2/23,NoXI/058_2016-04-14_Nottingham/Novice_video/7
925,UDIVA/animal/034121/FC1/10,UDIVA/animal/034121/FC2/10,NoXI/007_2016-03-21_Paris/Novice_video/14
926,UDIVA/animal/034121/FC1/22,UDIVA/animal/034121/FC2/22,NoXI/044_2016-04-07_Nottingham/Novice_video/24
927,UDIVA/animal/011034/FC1/2,UDIVA/animal/011034/FC2/2,NoXI/034_2016-04-07_Nottingham/Novice_video/7
928,UDIVA/animal/011034/FC1/3,UDIVA/animal/011034/FC2/3,NoXI/044_2016-04-07_Nottingham/Novice_video/8
929,UDIVA/animal/011034/FC1/4,UDIVA/animal/011034/FC2/4,NoXI/054_2016-04-12_Nottingham/Novice_video/47
930,UDIVA/animal/011034/FC1/5,UDIVA/animal/011034/FC2/5,UDIVA/animal/144176/FC2/25
931,UDIVA/animal/011034/FC1/6,UDIVA/animal/011034/FC2/6,NoXI/009_2016-03-25_Paris/Novice_video/19
932,UDIVA/animal/011034/FC1/7,UDIVA/animal/011034/FC2/7,NoXI/054_2016-04-12_Nottingham/Novice_video/3
933,UDIVA/animal/011034/FC1/8,UDIVA/animal/011034/FC2/8,NoXI/054_2016-04-12_Nottingham/Novice_video/28
934,UDIVA/animal/011034/FC1/9,UDIVA/animal/011034/FC2/9,UDIVA/animal/079123/FC2/8
935,UDIVA/animal/011034/FC1/10,UDIVA/animal/011034/FC2/10,NoXI/007_2016-03-21_Paris/Novice_video/39
936,UDIVA/animal/011034/FC1/11,UDIVA/animal/011034/FC2/11,NoXI/045_2016-04-07_Nottingham/Novice_video/27
937,UDIVA/animal/011034/FC1/12,UDIVA/animal/011034/FC2/12,UDIVA/talk/113132/FC2/12
938,UDIVA/animal/011034/FC1/19,UDIVA/animal/011034/FC2/19,NoXI/058_2016-04-14_Nottingham/Novice_video/41
939,UDIVA/animal/011034/FC1/20,UDIVA/animal/011034/FC2/20,NoXI/034_2016-04-07_Nottingham/Novice_video/18
940,UDIVA/animal/011034/FC1/21,UDIVA/animal/011034/FC2/21,NoXI/007_2016-03-21_Paris/Novice_video/1
941,UDIVA/animal/011034/FC1/22,UDIVA/animal/011034/FC2/22,NoXI/009_2016-03-25_Paris/Novice_video/2
942,UDIVA/talk/010011/FC1/6,UDIVA/talk/010011/FC2/6,NoXI/007_2016-03-21_Paris/Novice_video/53
943,UDIVA/talk/010011/FC1/16,UDIVA/talk/010011/FC2/16,NoXI/058_2016-04-14_Nottingham/Novice_video/37
944,UDIVA/talk/010011/FC1/17,UDIVA/talk/010011/FC2/17,UDIVA/talk/009106/FC2/7
945,UDIVA/talk/010011/FC1/18,UDIVA/talk/010011/FC2/18,NoXI/041_2016-04-07_Nottingham/Novice_video/20
946,UDIVA/animal/010011/FC1/3,UDIVA/animal/010011/FC2/3,NoXI/007_2016-03-21_Paris/Novice_video/68
947,UDIVA/animal/010011/FC1/4,UDIVA/animal/010011/FC2/4,NoXI/029_2016-04-06_Nottingham/Novice_video/22
948,UDIVA/animal/010011/FC1/5,UDIVA/animal/010011/FC2/5,NoXI/007_2016-03-21_Paris/Novice_video/63
949,UDIVA/animal/010011/FC1/6,UDIVA/animal/010011/FC2/6,NoXI/045_2016-04-07_Nottingham/Novice_video/53
950,UDIVA/animal/010011/FC1/9,UDIVA/animal/010011/FC2/9,NoXI/029_2016-04-06_Nottingham/Novice_video/24
951,UDIVA/animal/010011/FC1/12,UDIVA/animal/010011/FC2/12,NoXI/041_2016-04-07_Nottingham/Novice_video/18
952,UDIVA/animal/010011/FC1/13,UDIVA/animal/010011/FC2/13,NoXI/007_2016-03-21_Paris/Novice_video/72
953,UDIVA/animal/010011/FC1/14,UDIVA/animal/010011/FC2/14,UDIVA/animal/144176/FC2/10
954,UDIVA/animal/010011/FC1/19,UDIVA/animal/010011/FC2/19,UDIVA/talk/027118/FC2/14
955,UDIVA/animal/010011/FC1/24,UDIVA/animal/010011/FC2/24,UDIVA/talk/128129/FC2/14
956,UDIVA/animal/010011/FC1/27,UDIVA/animal/010011/FC2/27,NoXI/038_2016-04-07_Nottingham/Novice_video/3
957,UDIVA/talk/035040/FC1/8,UDIVA/talk/035040/FC2/8,NoXI/045_2016-04-07_Nottingham/Novice_video/48
958,UDIVA/talk/035040/FC1/9,UDIVA/talk/035040/FC2/9,UDIVA/animal/027118/FC2/22
959,UDIVA/talk/035040/FC1/10,UDIVA/talk/035040/FC2/10,NoXI/027_2016-04-06_Nottingham/Novice_video/1
960,UDIVA/talk/035040/FC1/11,UDIVA/talk/035040/FC2/11,NoXI/033_2016-04-07_Nottingham/Novice_video/30
961,UDIVA/talk/035040/FC1/12,UDIVA/talk/035040/FC2/12,NoXI/058_2016-04-14_Nottingham/Novice_video/28
962,UDIVA/talk/035040/FC1/13,UDIVA/talk/035040/FC2/13,NoXI/058_2016-04-14_Nottingham/Novice_video/40
963,UDIVA/talk/035040/FC1/18,UDIVA/talk/035040/FC2/18,NoXI/007_2016-03-21_Paris/Novice_video/47
964,UDIVA/talk/035040/FC1/22,UDIVA/talk/035040/FC2/22,NoXI/058_2016-04-14_Nottingham/Novice_video/25
965,UDIVA/talk/035114/FC1/6,UDIVA/talk/035114/FC2/6,NoXI/041_2016-04-07_Nottingham/Novice_video/1
966,UDIVA/talk/035114/FC1/7,UDIVA/talk/035114/FC2/7,UDIVA/talk/040090/FC2/8
967,UDIVA/talk/035114/FC1/8,UDIVA/talk/035114/FC2/8,NoXI/026_2016-04-06_Nottingham/Novice_video/11
968,UDIVA/ghost/035166/FC1/9,UDIVA/ghost/035166/FC2/9,NoXI/055_2016-04-14_Nottingham/Novice_video/16
969,UDIVA/animal/035040/FC1/3,UDIVA/animal/035040/FC2/3,UDIVA/animal/144176/FC2/48
970,UDIVA/animal/035040/FC1/4,UDIVA/animal/035040/FC2/4,NoXI/032_2016-04-07_Nottingham/Novice_video/14
971,UDIVA/animal/035040/FC1/5,UDIVA/animal/035040/FC2/5,NoXI/041_2016-04-07_Nottingham/Novice_video/30
972,UDIVA/animal/035040/FC1/6,UDIVA/animal/035040/FC2/6,NoXI/058_2016-04-14_Nottingham/Novice_video/44
973,UDIVA/animal/035040/FC1/7,UDIVA/animal/035040/FC2/7,UDIVA/animal/123188/FC2/80
974,UDIVA/animal/035040/FC1/8,UDIVA/animal/035040/FC2/8,NoXI/009_2016-03-25_Paris/Novice_video/12
975,UDIVA/animal/035040/FC1/26,UDIVA/animal/035040/FC2/26,NoXI/032_2016-04-07_Nottingham/Novice_video/14
976,UDIVA/animal/035040/FC1/29,UDIVA/animal/035040/FC2/29,UDIVA/animal/144176/FC2/37
977,UDIVA/animal/035114/FC1/14,UDIVA/animal/035114/FC2/14,UDIVA/animal/106108/FC2/11
978,UDIVA/animal/035114/FC1/15,UDIVA/animal/035114/FC2/15,NoXI/007_2016-03-21_Paris/Novice_video/27
979,UDIVA/lego/035040/FC1/19,UDIVA/lego/035040/FC2/19,NoXI/048_2016-04-12_Nottingham/Novice_video/13
980,UDIVA/talk/040090/FC1/7,UDIVA/talk/040090/FC2/7,UDIVA/animal/144171/FC2/9
981,UDIVA/talk/040090/FC1/8,UDIVA/talk/040090/FC2/8,NoXI/054_2016-04-12_Nottingham/Novice_video/37
982,UDIVA/talk/040090/FC1/9,UDIVA/talk/040090/FC2/9,NoXI/045_2016-04-07_Nottingham/Novice_video/9
983,UDIVA/talk/040090/FC1/10,UDIVA/talk/040090/FC2/10,UDIVA/animal/051076/FC2/7
984,UDIVA/talk/040090/FC1/11,UDIVA/talk/040090/FC2/11,NoXI/041_2016-04-07_Nottingham/Novice_video/24
985,UDIVA/talk/040090/FC1/12,UDIVA/talk/040090/FC2/12,NoXI/026_2016-04-06_Nottingham/Novice_video/9
986,UDIVA/talk/040090/FC1/13,UDIVA/talk/040090/FC2/13,NoXI/032_2016-04-07_Nottingham/Novice_video/34
987,UDIVA/talk/040090/FC1/14,UDIVA/talk/040090/FC2/14,NoXI/058_2016-04-14_Nottingham/Novice_video/5
988,UDIVA/talk/040090/FC1/15,UDIVA/talk/040090/FC2/15,NoXI/032_2016-04-07_Nottingham/Novice_video/12
989,UDIVA/talk/040090/FC1/21,UDIVA/talk/040090/FC2/21,NoXI/045_2016-04-07_Nottingham/Novice_video/54
990,UDIVA/talk/040090/FC1/22,UDIVA/talk/040090/FC2/22,NoXI/058_2016-04-14_Nottingham/Novice_video/34
991,UDIVA/animal/040090/FC1/19,UDIVA/animal/040090/FC2/19,NoXI/032_2016-04-07_Nottingham/Novice_video/41
992,UDIVA/animal/040090/FC1/20,UDIVA/animal/040090/FC2/20,UDIVA/animal/027118/FC2/20
993,UDIVA/animal/040090/FC1/21,UDIVA/animal/040090/FC2/21,UDIVA/talk/144176/FC2/10
994,UDIVA/animal/040090/FC1/22,UDIVA/animal/040090/FC2/22,NoXI/051_2016-04-12_Nottingham/Novice_video/31
995,UDIVA/animal/040090/FC1/23,UDIVA/animal/040090/FC2/23,NoXI/045_2016-04-07_Nottingham/Novice_video/38
996,UDIVA/animal/040090/FC1/24,UDIVA/animal/040090/FC2/24,UDIVA/animal/144176/FC2/43
997,UDIVA/animal/040090/FC1/25,UDIVA/animal/040090/FC2/25,NoXI/033_2016-04-07_Nottingham/Novice_video/25
998,UDIVA/animal/040090/FC1/26,UDIVA/animal/040090/FC2/26,NoXI/032_2016-04-07_Nottingham/Novice_video/30
999,UDIVA/talk/020090/FC1/6,UDIVA/talk/020090/FC2/6,NoXI/042_2016-04-07_Nottingham/Novice_video/20
1000,UDIVA/talk/020090/FC1/7,UDIVA/talk/020090/FC2/7,NoXI/032_2016-04-07_Nottingham/Novice_video/44
1001,UDIVA/animal/020090/FC1/2,UDIVA/animal/020090/FC2/2,UDIVA/animal/112132/FC2/7
1002,UDIVA/animal/020090/FC1/3,UDIVA/animal/020090/FC2/3,UDIVA/animal/144176/FC2/36
1003,UDIVA/animal/020090/FC1/6,UDIVA/animal/020090/FC2/6,NoXI/058_2016-04-14_Nottingham/Novice_video/39
1004,UDIVA/animal/020090/FC1/7,UDIVA/animal/020090/FC2/7,NoXI/007_2016-03-21_Paris/Novice_video/37
1005,UDIVA/animal/020090/FC1/8,UDIVA/animal/020090/FC2/8,NoXI/009_2016-03-25_Paris/Novice_video/2
1006,UDIVA/animal/020090/FC1/9,UDIVA/animal/020090/FC2/9,NoXI/055_2016-04-14_Nottingham/Novice_video/20
1007,UDIVA/animal/020090/FC1/10,UDIVA/animal/020090/FC2/10,UDIVA/animal/144176/FC2/27
1008,UDIVA/animal/020090/FC1/11,UDIVA/animal/020090/FC2/11,NoXI/050_2016-04-12_Nottingham/Novice_video/35
1009,UDIVA/animal/020090/FC1/12,UDIVA/animal/020090/FC2/12,NoXI/041_2016-04-07_Nottingham/Novice_video/10
1010,UDIVA/animal/020090/FC1/34,UDIVA/animal/020090/FC2/34,UDIVA/animal/144176/FC2/27
1011,UDIVA/animal/020090/FC1/38,UDIVA/animal/020090/FC2/38,NoXI/058_2016-04-14_Nottingham/Novice_video/45
1012,UDIVA/talk/020025/FC1/16,UDIVA/talk/020025/FC2/16,NoXI/045_2016-04-07_Nottingham/Novice_video/3
1013,UDIVA/talk/020025/FC1/19,UDIVA/talk/020025/FC2/19,NoXI/054_2016-04-12_Nottingham/Novice_video/45
1014,UDIVA/talk/020025/FC1/20,UDIVA/talk/020025/FC2/20,NoXI/045_2016-04-07_Nottingham/Novice_video/15
1015,UDIVA/animal/020025/FC1/10,UDIVA/animal/020025/FC2/10,NoXI/029_2016-04-06_Nottingham/Novice_video/1
1016,UDIVA/animal/020025/FC1/11,UDIVA/animal/020025/FC2/11,NoXI/045_2016-04-07_Nottingham/Novice_video/44
1017,UDIVA/animal/020025/FC1/12,UDIVA/animal/020025/FC2/12,UDIVA/animal/128129/FC2/22
1018,UDIVA/animal/020025/FC1/15,UDIVA/animal/020025/FC2/15,UDIVA/talk/009106/FC2/13
1019,UDIVA/animal/020025/FC1/16,UDIVA/animal/020025/FC2/16,NoXI/009_2016-03-25_Paris/Novice_video/27
1020,UDIVA/animal/020025/FC1/34,UDIVA/animal/020025/FC2/34,UDIVA/talk/092096/FC2/19
1021,UDIVA/animal/020149/FC1/74,UDIVA/animal/020149/FC2/74,NoXI/041_2016-04-07_Nottingham/Novice_video/30
1022,UDIVA/talk/025157/FC1/2,UDIVA/talk/025157/FC2/2,NoXI/033_2016-04-07_Nottingham/Novice_video/32
1023,UDIVA/talk/025157/FC1/9,UDIVA/talk/025157/FC2/9,NoXI/058_2016-04-14_Nottingham/Novice_video/35
1024,UDIVA/talk/025157/FC1/10,UDIVA/talk/025157/FC2/10,UDIVA/animal/023191/FC2/18
1025,UDIVA/talk/018025/FC1/2,UDIVA/talk/018025/FC2/2,UDIVA/talk/079123/FC2/12
1026,UDIVA/talk/018025/FC1/5,UDIVA/talk/018025/FC2/5,UDIVA/animal/020090/FC2/12
1027,UDIVA/talk/018025/FC1/6,UDIVA/talk/018025/FC2/6,NoXI/045_2016-04-07_Nottingham/Novice_video/34
1028,UDIVA/talk/018025/FC1/7,UDIVA/talk/018025/FC2/7,NoXI/032_2016-04-07_Nottingham/Novice_video/15
1029,UDIVA/animal/018025/FC1/18,UDIVA/animal/018025/FC2/18,NoXI/007_2016-03-21_Paris/Novice_video/54
1030,NoXI/065_2016-04-14_Nottingham/Expert_video/1,NoXI/065_2016-04-14_Nottingham/Novice_video/1,NoXI/045_2016-04-07_Nottingham/Novice_video/46
1031,NoXI/065_2016-04-14_Nottingham/Expert_video/2,NoXI/065_2016-04-14_Nottingham/Novice_video/2,NoXI/044_2016-04-07_Nottingham/Novice_video/36
1032,NoXI/065_2016-04-14_Nottingham/Expert_video/3,NoXI/065_2016-04-14_Nottingham/Novice_video/3,NoXI/056_2016-04-14_Nottingham/Novice_video/3
1033,NoXI/065_2016-04-14_Nottingham/Expert_video/4,NoXI/065_2016-04-14_Nottingham/Novice_video/4,NoXI/054_2016-04-12_Nottingham/Novice_video/47
1034,NoXI/065_2016-04-14_Nottingham/Expert_video/5,NoXI/065_2016-04-14_Nottingham/Novice_video/5,UDIVA/animal/106108/FC2/1
1035,NoXI/065_2016-04-14_Nottingham/Expert_video/6,NoXI/065_2016-04-14_Nottingham/Novice_video/6,UDIVA/animal/144171/FC2/11
1036,NoXI/065_2016-04-14_Nottingham/Expert_video/7,NoXI/065_2016-04-14_Nottingham/Novice_video/7,UDIVA/animal/144176/FC2/19
1037,NoXI/065_2016-04-14_Nottingham/Expert_video/8,NoXI/065_2016-04-14_Nottingham/Novice_video/8,UDIVA/animal/144176/FC2/3
1038,NoXI/065_2016-04-14_Nottingham/Expert_video/9,NoXI/065_2016-04-14_Nottingham/Novice_video/9,NoXI/007_2016-03-21_Paris/Novice_video/26
1039,NoXI/065_2016-04-14_Nottingham/Expert_video/10,NoXI/065_2016-04-14_Nottingham/Novice_video/10,UDIVA/talk/113132/FC2/7
1040,NoXI/065_2016-04-14_Nottingham/Expert_video/11,NoXI/065_2016-04-14_Nottingham/Novice_video/11,UDIVA/animal/144176/FC2/44
1041,NoXI/065_2016-04-14_Nottingham/Expert_video/12,NoXI/065_2016-04-14_Nottingham/Novice_video/12,NoXI/058_2016-04-14_Nottingham/Novice_video/21
1042,NoXI/065_2016-04-14_Nottingham/Expert_video/13,NoXI/065_2016-04-14_Nottingham/Novice_video/13,UDIVA/talk/106148/FC2/10
1043,NoXI/065_2016-04-14_Nottingham/Expert_video/14,NoXI/065_2016-04-14_Nottingham/Novice_video/14,NoXI/054_2016-04-12_Nottingham/Novice_video/6
1044,NoXI/065_2016-04-14_Nottingham/Expert_video/15,NoXI/065_2016-04-14_Nottingham/Novice_video/15,NoXI/065_2016-04-14_Nottingham/Novice_video/39
1045,NoXI/065_2016-04-14_Nottingham/Expert_video/16,NoXI/065_2016-04-14_Nottingham/Novice_video/16,UDIVA/talk/128129/FC2/4
1046,NoXI/065_2016-04-14_Nottingham/Expert_video/17,NoXI/065_2016-04-14_Nottingham/Novice_video/17,NoXI/058_2016-04-14_Nottingham/Novice_video/6
1047,NoXI/065_2016-04-14_Nottingham/Expert_video/18,NoXI/065_2016-04-14_Nottingham/Novice_video/18,UDIVA/animal/106108/FC2/9
1048,NoXI/065_2016-04-14_Nottingham/Expert_video/19,NoXI/065_2016-04-14_Nottingham/Novice_video/19,NoXI/060_2016-04-14_Nottingham/Novice_video/18
1049,NoXI/065_2016-04-14_Nottingham/Expert_video/20,NoXI/065_2016-04-14_Nottingham/Novice_video/20,UDIVA/talk/106148/FC2/13
1050,NoXI/065_2016-04-14_Nottingham/Expert_video/21,NoXI/065_2016-04-14_Nottingham/Novice_video/21,NoXI/050_2016-04-12_Nottingham/Novice_video/45
1051,NoXI/065_2016-04-14_Nottingham/Expert_video/22,NoXI/065_2016-04-14_Nottingham/Novice_video/22,NoXI/044_2016-04-07_Nottingham/Novice_video/23
1052,NoXI/065_2016-04-14_Nottingham/Expert_video/23,NoXI/065_2016-04-14_Nottingham/Novice_video/23,UDIVA/animal/144176/FC2/20
1053,NoXI/065_2016-04-14_Nottingham/Expert_video/24,NoXI/065_2016-04-14_Nottingham/Novice_video/24,NoXI/027_2016-04-06_Nottingham/Novice_video/14
1054,NoXI/065_2016-04-14_Nottingham/Expert_video/25,NoXI/065_2016-04-14_Nottingham/Novice_video/25,NoXI/060_2016-04-14_Nottingham/Novice_video/6
1055,NoXI/065_2016-04-14_Nottingham/Expert_video/26,NoXI/065_2016-04-14_Nottingham/Novice_video/26,UDIVA/animal/123188/FC2/29
1056,NoXI/065_2016-04-14_Nottingham/Expert_video/27,NoXI/065_2016-04-14_Nottingham/Novice_video/27,NoXI/009_2016-03-25_Paris/Novice_video/12
1057,NoXI/065_2016-04-14_Nottingham/Expert_video/28,NoXI/065_2016-04-14_Nottingham/Novice_video/28,NoXI/058_2016-04-14_Nottingham/Novice_video/14
1058,NoXI/065_2016-04-14_Nottingham/Expert_video/29,NoXI/065_2016-04-14_Nottingham/Novice_video/29,NoXI/029_2016-04-06_Nottingham/Novice_video/6
1059,NoXI/065_2016-04-14_Nottingham/Expert_video/30,NoXI/065_2016-04-14_Nottingham/Novice_video/30,NoXI/045_2016-04-07_Nottingham/Novice_video/19
1060,NoXI/065_2016-04-14_Nottingham/Expert_video/31,NoXI/065_2016-04-14_Nottingham/Novice_video/31,NoXI/032_2016-04-07_Nottingham/Novice_video/1
1061,NoXI/065_2016-04-14_Nottingham/Expert_video/32,NoXI/065_2016-04-14_Nottingham/Novice_video/32,UDIVA/talk/009167/FC2/11
1062,NoXI/065_2016-04-14_Nottingham/Expert_video/33,NoXI/065_2016-04-14_Nottingham/Novice_video/33,NoXI/044_2016-04-07_Nottingham/Novice_video/19
1063,NoXI/065_2016-04-14_Nottingham/Expert_video/34,NoXI/065_2016-04-14_Nottingham/Novice_video/34,NoXI/044_2016-04-07_Nottingham/Novice_video/33
1064,NoXI/065_2016-04-14_Nottingham/Expert_video/35,NoXI/065_2016-04-14_Nottingham/Novice_video/35,UDIVA/talk/102176/FC2/7
1065,NoXI/065_2016-04-14_Nottingham/Expert_video/36,NoXI/065_2016-04-14_Nottingham/Novice_video/36,NoXI/054_2016-04-12_Nottingham/Novice_video/36
1066,NoXI/065_2016-04-14_Nottingham/Expert_video/37,NoXI/065_2016-04-14_Nottingham/Novice_video/37,NoXI/054_2016-04-12_Nottingham/Novice_video/41
1067,NoXI/065_2016-04-14_Nottingham/Expert_video/38,NoXI/065_2016-04-14_Nottingham/Novice_video/38,NoXI/065_2016-04-14_Nottingham/Novice_video/38
1068,NoXI/065_2016-04-14_Nottingham/Expert_video/39,NoXI/065_2016-04-14_Nottingham/Novice_video/39,NoXI/032_2016-04-07_Nottingham/Novice_video/30
1069,NoXI/065_2016-04-14_Nottingham/Expert_video/40,NoXI/065_2016-04-14_Nottingham/Novice_video/40,NoXI/047_2016-04-07_Nottingham/Novice_video/6
1070,NoXI/065_2016-04-14_Nottingham/Expert_video/41,NoXI/065_2016-04-14_Nottingham/Novice_video/41,UDIVA/animal/106108/FC2/7
1071,NoXI/065_2016-04-14_Nottingham/Expert_video/42,NoXI/065_2016-04-14_Nottingham/Novice_video/42,UDIVA/animal/106148/FC2/2
1072,NoXI/065_2016-04-14_Nottingham/Expert_video/43,NoXI/065_2016-04-14_Nottingham/Novice_video/43,NoXI/050_2016-04-12_Nottingham/Novice_video/46
1073,NoXI/065_2016-04-14_Nottingham/Expert_video/44,NoXI/065_2016-04-14_Nottingham/Novice_video/44,NoXI/041_2016-04-07_Nottingham/Novice_video/14
1074,NoXI/064_2016-04-14_Nottingham/Expert_video/1,NoXI/064_2016-04-14_Nottingham/Novice_video/1,NoXI/056_2016-04-14_Nottingham/Novice_video/26
1075,NoXI/064_2016-04-14_Nottingham/Expert_video/2,NoXI/064_2016-04-14_Nottingham/Novice_video/2,NoXI/054_2016-04-12_Nottingham/Novice_video/31
1076,NoXI/064_2016-04-14_Nottingham/Expert_video/3,NoXI/064_2016-04-14_Nottingham/Novice_video/3,NoXI/056_2016-04-14_Nottingham/Novice_video/5
